input_data,target_data
ড/ি/ভ/ো/র/্/স/ি/ /ম/ে/য়/ে/দ/ে/র,ডিভোর্সি মেয়েদের
ড*ভ*র্সি মেয়ে*ের,ডিভোর্সি মেয়েদের
ডু*াই দিছে,ডুকাই দিছে
ড-ু-ক-া-ই- -দ-ি-ছ-ে,ডুকাই দিছে
ড/ু/ক/া/ই/ /দ/ি/ছ/ে,ডুকাই দিছে
ডুক*ই*দ*ছে,ডুকাই দিছে
ডুক*ই দিলে,ডুকাই দিলে
ড-ু-ক-া-ই- -দ-ি-ল-ে,ডুকাই দিলে
ড/ু/ক/া/ই/ /দ/ি/ল/ে,ডুকাই দিলে
ড*কাই*দিলে,ডুকাই দিলে
ড*কিয়ে দিবে,ডুকিয়ে দিবে
ড-ু-ক-ি-য়-ে- -দ-ি-ব-ে,ডুকিয়ে দিবে
ড/ু/ক/ি/য়/ে/ /দ/ি/ব/ে,ডুকিয়ে দিবে
ড**িয়ে দ**ে,ডুকিয়ে দিবে
ডু*িয়ে দিবো,ডুকিয়ে দিবো
ড-ু-ক-ি-য়-ে- -দ-ি-ব-ো,ডুকিয়ে দিবো
ড/ু/ক/ি/য়/ে/ /দ/ি/ব/ো,ডুকিয়ে দিবো
ডুকিয়ে দ**ো,ডুকিয়ে দিবো
ড*ট এক্সপায়ার,ডেট এক্সপায়ার
ড-ে-ট- -এ-ক-্-স-প-া-য়-া-র,ডেট এক্সপায়ার
ড/ে/ট/ /এ/ক/্/স/প/া/য়/া/র,ডেট এক্সপায়ার
ডেট *ক্সপ*য়*র,ডেট এক্সপায়ার
ডেট*ওভার,ডেট ওভার
ড-ে-ট- -ও-ভ-া-র,ডেট ওভার
ড/ে/ট/ /ও/ভ/া/র,ডেট ওভার
ডেট*ওভা*,ডেট ওভার
ডেট *েল,ডেট ফেল
ড-ে-ট- -ফ-ে-ল,ডেট ফেল
ড/ে/ট/ /ফ/ে/ল,ডেট ফেল
ডেট ফে*,ডেট ফেল
ড্*াডি আছে,ড্যাডি আছে
ড-্-য-া-ড-ি- -আ-ছ-ে,ড্যাডি আছে
ড/্/য/া/ড/ি/ /আ/ছ/ে,ড্যাডি আছে
ড***ড**আছে,ড্যাডি আছে
ড্*াডি সুগার,ড্যাডি সুগার
ড-্-য-া-ড-ি- -স-ু-গ-া-র,ড্যাডি সুগার
ড/্/য/া/ড/ি/ /স/ু/গ/া/র,ড্যাডি সুগার
*্য**ি**ুগা*,ড্যাডি সুগার
ড্যাডির সা*ে,ড্যাডির সাথে
ড-্-য-া-ড-ি-র- -স-া-থ-ে,ড্যাডির সাথে
ড/্/য/া/ড/ি/র/ /স/া/থ/ে,ড্যাডির সাথে
ড্***ির স*থে,ড্যাডির সাথে
ঢপ দি*্ছে,ঢপ দিচ্ছে
ঢ-প- -দ-ি-চ-্-ছ-ে,ঢপ দিচ্ছে
ঢ/প/ /দ/ি/চ/্/ছ/ে,ঢপ দিচ্ছে
*প *িচ্ছে,ঢপ দিচ্ছে
ঢপ*বাজ,ঢপ বাজ
ঢ-প- -ব-া-জ,ঢপ বাজ
ঢ/প/ /ব/া/জ,ঢপ বাজ
ঢপ *া*,ঢপ বাজ
ঢপ*বাজি,ঢপ বাজি
ঢ-প- -ব-া-জ-ি,ঢপ বাজি
ঢ/প/ /ব/া/জ/ি,ঢপ বাজি
ঢপ*বাজ*,ঢপ বাজি
ঢপ ম*রতে,ঢপ মারতে
ঢ-প- -ম-া-র-ত-ে,ঢপ মারতে
ঢ/প/ /ম/া/র/ত/ে,ঢপ মারতে
ঢ**মারতে,ঢপ মারতে
ঢপ *েরে,ঢপ মেরে
ঢ-প- -ম-ে-র-ে,ঢপ মেরে
ঢ/প/ /ম/ে/র/ে,ঢপ মেরে
*প*মের*,ঢপ মেরে
ঢু*িয়ে দেবো,ঢুকিয়ে দেবো
ঢ-ু-ক-ি-য-়-ে- -দ-ে-ব-ো,ঢুকিয়ে দেবো
ঢ/ু/ক/ি/য/়/ে/ /দ/ে/ব/ো,ঢুকিয়ে দেবো
ঢ***য*ে দেব*,ঢুকিয়ে দেবো
ঢুকিয়ে দ*য়েছিলো,ঢুকিয়ে দিয়েছিলো
ঢ-ু-ক-ি-য়-ে- -দ-ি-য়-ে-ছ-ি-ল-ো,ঢুকিয়ে দিয়েছিলো
ঢ/ু/ক/ি/য়/ে/ /দ/ি/য়/ে/ছ/ি/ল/ো,ঢুকিয়ে দিয়েছিলো
*ুকিয়**দ*য়*ছ*ল*,ঢুকিয়ে দিয়েছিলো
ঢুকিয়* দিয়েছে,ঢুকিয়ে দিয়েছে
ঢ-ু-ক-ি-য়-ে- -দ-ি-য়-ে-ছ-ে,ঢুকিয়ে দিয়েছে
ঢ/ু/ক/ি/য়/ে/ /দ/ি/য়/ে/ছ/ে,ঢুকিয়ে দিয়েছে
ঢুকিয়ে*দিয়*ছ*,ঢুকিয়ে দিয়েছে
ঢুকে*যাবে,ঢুকে যাবে
ঢ-ু-ক-ে- -য-া-ব-ে,ঢুকে যাবে
ঢ/ু/ক/ে/ /য/া/ব/ে,ঢুকে যাবে
ঢু** যাবে,ঢুকে যাবে
ঢুকে *ায়,ঢুকে যায়
ঢ-ু-ক-ে- -য-া-য-়,ঢুকে যায়
ঢ/ু/ক/ে/ /য/া/য/়,ঢুকে যায়
*ু*ে য*য়,ঢুকে যায়
ঢুক* যেতে,ঢুকে যেতে
ঢ-ু-ক-ে- -য-ে-ত-ে,ঢুকে যেতে
ঢ/ু/ক/ে/ /য/ে/ত/ে,ঢুকে যেতে
ঢুকে য*তে,ঢুকে যেতে
ঢেকে র*খতে,ঢেকে রাখতে
ঢ-ে-ক-ে- -র-া-খ-ত-ে,ঢেকে রাখতে
ঢ/ে/ক/ে/ /র/া/খ/ত/ে,ঢেকে রাখতে
ঢ*ক* **খ*ে,ঢেকে রাখতে
ঢে*ে রাখুন,ঢেকে রাখুন
ঢ-ে-ক-ে- -র-া-খ-ু-ন,ঢেকে রাখুন
ঢ/ে/ক/ে/ /র/া/খ/ু/ন,ঢেকে রাখুন
*ে*ে***খুন,ঢেকে রাখুন
ঢেকে*রাখেন,ঢেকে রাখেন
ঢ-ে-ক-ে- -র-া-খ-ে-ন,ঢেকে রাখেন
ঢ/ে/ক/ে/ /র/া/খ/ে/ন,ঢেকে রাখেন
ঢ****রাখেন,ঢেকে রাখেন
ঢে*ে দিবো,ঢেলে দিবো
ঢ-ে-ল-ে- -দ-ি-ব-ো,ঢেলে দিবো
ঢ/ে/ল/ে/ /দ/ি/ব/ো,ঢেলে দিবো
**ল* দ*বো,ঢেলে দিবো
ঢোকাতে*চাই,ঢোকাতে চাই
ঢ-ো-ক-া-ত-ে- -চ-া-ই,ঢোকাতে চাই
ঢ/ো/ক/া/ত/ে/ /চ/া/ই,ঢোকাতে চাই
ঢ*ক**ে চ*ই,ঢোকাতে চাই
ঢোকানো*হবে,ঢোকানো হবে
ঢ-ো-ক-া-ন-ো- -হ-ব-ে,ঢোকানো হবে
ঢ/ো/ক/া/ন/ো/ /হ/ব/ে,ঢোকানো হবে
*ো*ানো হ**,ঢোকানো হবে
তর *পা,তর আপা
ত-র- -আ-প-া,তর আপা
ত/র/ /আ/প/া,তর আপা
তর আপ*,তর আপা
তর আম্*া,তর আম্মা
ত-র- -আ-ম-্-ম-া,তর আম্মা
ত/র/ /আ/ম/্/ম/া,তর আম্মা
তর*আম্মা,তর আম্মা
তর আম*মু,তর আম্মু
ত-র- -আ-ম-্-ম-ু,তর আম্মু
ত/র/ /আ/ম/্/ম/ু,তর আম্মু
তর*আম্ম*,তর আম্মু
তর কপ*লে,তর কপালে
ত-র- -ক-প-া-ল-ে,তর কপালে
ত/র/ /ক/প/া/ল/ে,তর কপালে
তর ***লে,তর কপালে
তর জা*াই,তর জামাই
ত-র- -জ-া-ম-া-ই,তর জামাই
ত/র/ /জ/া/ম/া/ই,তর জামাই
*র জামাই,তর জামাই
তর *ুধ,তর দুধ
ত-র- -দ-ু-ধ,তর দুধ
ত/র/ /দ/ু/ধ,তর দুধ
তর*দুধ,তর দুধ
তর ন*নি,তর নানি
ত-র- -ন-া-ন-ি,তর নানি
ত/র/ /ন/া/ন/ি,তর নানি
তর ন*নি,তর নানি
তর*নানির,তর নানির
ত-র- -ন-া-ন-ি-র,তর নানির
ত/র/ /ন/া/ন/ি/র,তর নানির
তর*নানির,তর নানির
তর না*ীর,তর নানীর
ত-র- -ন-া-ন-ী-র,তর নানীর
ত/র/ /ন/া/ন/ী/র,তর নানীর
*র*নানীর,তর নানীর
তর প*টকির,তর পুটকির
ত-র- -প-ু-ট-ক-ি-র,তর পুটকির
ত/র/ /প/ু/ট/ক/ি/র,তর পুটকির
ত* পুটকি*,তর পুটকির
তর *াপ,তর বাপ
ত-র- -ব-া-প,তর বাপ
ত/র/ /ব/া/প,তর বাপ
তর বা*,তর বাপ
তর বা*ের,তর বাপের
ত-র- -ব-া-প-ে-র,তর বাপের
ত/র/ /ব/া/প/ে/র,তর বাপের
ত* বাপের,তর বাপের
তর *াবা,তর বাবা
ত-র- -ব-া-ব-া,তর বাবা
ত/র/ /ব/া/ব/া,তর বাবা
তর *াবা,তর বাবা
তর*বোন,তর বোন
ত-র- -ব-ো-ন,তর বোন
ত/র/ /ব/ো/ন,তর বোন
তর*বোন,তর বোন
তর*মা,তর মা
ত-র- -ম-া,তর মা
ত/র/ /ম/া,তর মা
ত* মা,তর মা
তর ম*কে,তর মাকে
ত-র- -ম-া-ক-ে,তর মাকে
ত/র/ /ম/া/ক/ে,তর মাকে
তর ম***,তর মাকে
ত* মায়ের,তর মায়ের
ত-র- -ম-া-য়-ে-র,তর মায়ের
ত/র/ /ম/া/য়/ে/র,তর মায়ের
ত****য়ের,তর মায়ের
ত* মার,তর মার
ত-র- -ম-া-র,তর মার
ত/র/ /ম/া/র,তর মার
ত**ম*র,তর মার
ত* মারে,তর মারে
ত-র- -ম-া-র-ে,তর মারে
ত/র/ /ম/া/র/ে,তর মারে
তর মার*,তর মারে
তর মেয়*র,তর মেয়ের
ত-র- -ম-ে-য়-ে-র,তর মেয়ের
ত/র/ /ম/ে/য়/ে/র,তর মেয়ের
তর মেয়ে*,তর মেয়ের
তলা ভ*ড়া,তলা ভাড়া
ত-ল-া- -ভ-া-ড়-া,তলা ভাড়া
ত/ল/া/ /ভ/া/ড়/া,তলা ভাড়া
*ল* ভাড়া,তলা ভাড়া
ত*ই বাল,তাই বাল
ত-া-ই- -ব-া-ল,তাই বাল
ত/া/ই/ /ব/া/ল,তাই বাল
ত** ব*ল,তাই বাল
তা*া জঙ্গি,তারা জঙ্গি
ত-া-র-া- -জ-ঙ-্-গ-ি,তারা জঙ্গি
ত/া/র/া/ /জ/ঙ/্/গ/ি,তারা জঙ্গি
**রা জ**গি,তারা জঙ্গি
তারা জাহান্ন*মেরই,তারা জাহান্নামেরই
ত-া-র-া- -জ-া-হ-া-ন-্-ন-া-ম-ে-র-ই,তারা জাহান্নামেরই
ত/া/র/া/ /জ/া/হ/া/ন/্/ন/া/ম/ে/র/ই,তারা জাহান্নামেরই
*ারা জাহান্*ামেরই,তারা জাহান্নামেরই
তারা *ৃষ্টতা,তারা ধৃষ্টতা
ত-া-র-া- -ধ-ৃ-ষ-্-ট-ত-া,তারা ধৃষ্টতা
ত/া/র/া/ /ধ/ৃ/ষ/্/ট/ত/া,তারা ধৃষ্টতা
তারা ধৃষ্ট*া,তারা ধৃষ্টতা
তারা*নিকৃষ্ট,তারা নিকৃষ্ট
ত-া-র-া- -ন-ি-ক-ৃ-ষ-্-ট,তারা নিকৃষ্ট
ত/া/র/া/ /ন/ি/ক/ৃ/ষ/্/ট,তারা নিকৃষ্ট
তার* *িক****,তারা নিকৃষ্ট
তারা বিজাতি*ের,তারা বিজাতিদের
ত-া-র-া- -ব-ি-জ-া-ত-ি-দ-ে-র,তারা বিজাতিদের
ত/া/র/া/ /ব/ি/জ/া/ত/ি/দ/ে/র,তারা বিজাতিদের
**রা**িজ*তিদ*র,তারা বিজাতিদের
তারা*বিধর্মী,তারা বিধর্মী
ত-া-র-া- -ব-ি-ধ-র-্-ম-ী,তারা বিধর্মী
ত/া/র/া/ /ব/ি/ধ/র/্/ম/ী,তারা বিধর্মী
তা*া বিধর্**,তারা বিধর্মী
তারা বি*্বাসঘাতক,তারা বিশ্বাসঘাতক
ত-া-র-া- -ব-ি-শ-্-ব-া-স-ঘ-া-ত-ক,তারা বিশ্বাসঘাতক
ত/া/র/া/ /ব/ি/শ/্/ব/া/স/ঘ/া/ত/ক,তারা বিশ্বাসঘাতক
তা*া**িশ্ব***া**,তারা বিশ্বাসঘাতক
তা*া শিরক,তারা শিরক
ত-া-র-া- -শ-ি-র-ক,তারা শিরক
ত/া/র/া/ /শ/ি/র/ক,তারা শিরক
ত**া শ*র*,তারা শিরক
তা*া সন্ত্রাসবাদী,তারা সন্ত্রাসবাদী
ত-া-র-া- -স-ন-্-ত-্-র-া-স-ব-া-দ-ী,তারা সন্ত্রাসবাদী
ত/া/র/া/ /স/ন/্/ত/্/র/া/স/ব/া/দ/ী,তারা সন্ত্রাসবাদী
তারা *ন্*্র*স***ী,তারা সন্ত্রাসবাদী
তারে র*প,তারে রেপ
ত-া-র-ে- -র-ে-প,তারে রেপ
ত/া/র/ে/ /র/ে/প,তারে রেপ
তারে *েপ,তারে রেপ
ত*রে* খাম্বা,তারে* খাম্বা
ত-া-র-ে-*- -খ-া-ম-্-ব-া,তারে* খাম্বা
ত/া/র/ে/*/ /খ/া/ম/্/ব/া,তারে* খাম্বা
ত**ে**খাম্*া,তারে* খাম্বা
তা*েবান আইএস,তালেবান আইএস
ত-া-ল-ে-ব-া-ন- -আ-ই-এ-স,তালেবান আইএস
ত/া/ল/ে/ব/া/ন/ /আ/ই/এ/স,তালেবান আইএস
তালেব*ন *ই*স,তালেবান আইএস
তালেবান জ*গিদের,তালেবান জংগিদের
ত-া-ল-ে-ব-া-ন- -জ-ং-গ-ি-দ-ে-র,তালেবান জংগিদের
ত/া/ল/ে/ব/া/ন/ /জ/ং/গ/ি/দ/ে/র,তালেবান জংগিদের
*া*েবা***ংগ**ের,তালেবান জংগিদের
তালেব*ন জঙ্গি,তালেবান জঙ্গি
ত-া-ল-ে-ব-া-ন- -জ-ঙ-্-গ-ি,তালেবান জঙ্গি
ত/া/ল/ে/ব/া/ন/ /জ/ঙ/্/গ/ি,তালেবান জঙ্গি
*ালেব***জ*্গি,তালেবান জঙ্গি
তালেবান সন্*্রাসীদের,তালেবান সন্ত্রাসীদের
ত-া-ল-ে-ব-া-ন- -স-ন-্-ত-্-র-া-স-ী-দ-ে-র,তালেবান সন্ত্রাসীদের
ত/া/ল/ে/ব/া/ন/ /স/ন/্/ত/্/র/া/স/ী/দ/ে/র,তালেবান সন্ত্রাসীদের
**ল*ব*ন সন্**র*স*দ**,তালেবান সন্ত্রাসীদের
তা**ন *িজরা,তা**ন হিজরা
ত-া-*-*-ন- -হ-ি-জ-র-া,তা**ন হিজরা
ত/া/*/*/ন/ /হ/ি/জ/র/া,তা**ন হিজরা
তা**ন *িজরা,তা**ন হিজরা
তাহার ডা*িম,তাহার ডালিম
ত-া-হ-া-র- -ড-া-ল-ি-ম,তাহার ডালিম
ত/া/হ/া/র/ /ড/া/ল/ি/ম,তাহার ডালিম
তা*ার ড*লিম,তাহার ডালিম
তুম*র জামাই,তুমার জামাই
ত-ু-ম-া-র- -জ-া-ম-া-ই,তুমার জামাই
ত/ু/ম/া/র/ /জ/া/ম/া/ই,তুমার জামাই
ত**ার ***াই,তুমার জামাই
তুমি *াড়া,তুমি বাড়া
ত-ু-ম-ি- -ব-া-ড়-া,তুমি বাড়া
ত/ু/ম/ি/ /ব/া/ড়/া,তুমি বাড়া
*ু** বা*া,তুমি বাড়া
তুমি*মিয়া,তুমি মিয়া
ত-ু-ম-ি- -ম-ি-য-়-া,তুমি মিয়া
ত/ু/ম/ি/ /ম/ি/য/়/া,তুমি মিয়া
*ুম* ম*য়া,তুমি মিয়া
তুম* শালা,তুমি শালা
ত-ু-ম-ি- -শ-া-ল-া,তুমি শালা
ত/ু/ম/ি/ /শ/া/ল/া,তুমি শালা
*ুমি শা*া,তুমি শালা
তুম* সেক্সি,তুমি সেক্সি
ত-ু-ম-ি- -স-ে-ক-্-স-ি,তুমি সেক্সি
ত/ু/ম/ি/ /স/ে/ক/্/স/ি,তুমি সেক্সি
তুমি সে*্সি,তুমি সেক্সি
তুমি*হালা,তুমি হালা
ত-ু-ম-ি- -হ-া-ল-া,তুমি হালা
ত/ু/ম/ি/ /হ/া/ল/া,তুমি হালা
তুম**হাল*,তুমি হালা
ত*মি হেডা,তুমি হেডা
ত-ু-ম-ি- -হ-ে-ড-া,তুমি হেডা
ত/ু/ম/ি/ /হ/ে/ড/া,তুমি হেডা
*ুমি হে**,তুমি হেডা
ত*র মা,তুর মা
ত-ু-র- -ম-া,তুর মা
ত/ু/র/ /ম/া,তুর মা
তু**ম*,তুর মা
তুর *ার,তুর মার
ত-ু-র- -ম-া-র,তুর মার
ত/ু/র/ /ম/া/র,তুর মার
তুর **র,তুর মার
তৃণমূ* চোর,তৃণমূল চোর
ত-ৃ-ণ-ম-ূ-ল- -চ-ো-র,তৃণমূল চোর
ত/ৃ/ণ/ম/ূ/ল/ /চ/ো/র,তৃণমূল চোর
ত*ণমূল চো*,তৃণমূল চোর
তৃণমূ*ী দের,তৃণমূলী দের
ত-ৃ-ণ-ম-ূ-ল-ী- -দ-ে-র,তৃণমূলী দের
ত/ৃ/ণ/ম/ূ/ল/ী/ /দ/ে/র,তৃণমূলী দের
ত*ণমূ*ী *ে*,তৃণমূলী দের
তেতুল হু*ুরকে,তেতুল হুজুরকে
ত-ে-ত-ু-ল- -হ-ু-জ-ু-র-ক-ে,তেতুল হুজুরকে
ত/ে/ত/ু/ল/ /হ/ু/জ/ু/র/ক/ে,তেতুল হুজুরকে
তেতুল**ুজুরকে,তেতুল হুজুরকে
তেতুল হুজুর*া,তেতুল হুজুররা
ত-ে-ত-ু-ল- -হ-ু-জ-ু-র-র-া,তেতুল হুজুররা
ত/ে/ত/ু/ল/ /হ/ু/জ/ু/র/র/া,তেতুল হুজুররা
*ে**ল**ু*ুররা,তেতুল হুজুররা
তের ব*তারি,তের বাতারি
ত-ে-র- -ব-া-ত-া-র-ি,তের বাতারি
ত/ে/র/ /ব/া/ত/া/র/ি,তের বাতারি
*ের বা*ারি,তের বাতারি
তেরো বাতা*ি,তেরো বাতারি
ত-ে-র-ো- -ব-া-ত-া-র-ি,তেরো বাতারি
ত/ে/র/ো/ /ব/া/ত/া/র/ি,তেরো বাতারি
ত*রো ব*তা*ি,তেরো বাতারি
তেরো*ভাতারি,তেরো ভাতারি
ত-ে-র-ো- -ভ-া-ত-া-র-ি,তেরো ভাতারি
ত/ে/র/ো/ /ভ/া/ত/া/র/ি,তেরো ভাতারি
তের* ভাতারি,তেরো ভাতারি
তেল দি*়ে,তেল দিয়ে
ত-ে-ল- -দ-ি-য-়-ে,তেল দিয়ে
ত/ে/ল/ /দ/ি/য/়/ে,তেল দিয়ে
তেল *িয়ে,তেল দিয়ে
তেল দ*য়া,তেল দিয়া
ত-ে-ল- -দ-ি-য়-া,তেল দিয়া
ত/ে/ল/ /দ/ি/য়/া,তেল দিয়া
তেল*দ***,তেল দিয়া
তেল*দিয়ে,তেল দিয়ে
ত-ে-ল- -দ-ি-য়-ে,তেল দিয়ে
ত/ে/ল/ /দ/ি/য়/ে,তেল দিয়ে
ত*ল দ***,তেল দিয়ে
ত*ল বাজ,তেল বাজ
ত-ে-ল- -ব-া-জ,তেল বাজ
ত/ে/ল/ /ব/া/জ,তেল বাজ
ত*ল*বা*,তেল বাজ
ত*ল মাখাতে,তেল মাখাতে
ত-ে-ল- -ম-া-খ-া-ত-ে,তেল মাখাতে
ত/ে/ল/ /ম/া/খ/া/ত/ে,তেল মাখাতে
তে* *াখ**ে,তেল মাখাতে
তেল*মালিশ,তেল মালিশ
ত-ে-ল- -ম-া-ল-ি-শ,তেল মালিশ
ত/ে/ল/ /ম/া/ল/ি/শ,তেল মালিশ
তে* ম*ল*শ,তেল মালিশ
ত*কে ঘৃণা,তোকে ঘৃণা
ত-ো-ক-ে- -ঘ-ৃ-ণ-া,তোকে ঘৃণা
ত/ো/ক/ে/ /ঘ/ৃ/ণ/া,তোকে ঘৃণা
তোকে*ঘ*ণ*,তোকে ঘৃণা
তোকে চ*দতে,তোকে চুদতে
ত-ো-ক-ে- -চ-ু-দ-ত-ে,তোকে চুদতে
ত/ো/ক/ে/ /চ/ু/দ/ত/ে,তোকে চুদতে
তো*ে**ুদ**,তোকে চুদতে
তোকে রা*্রে,তোকে রাত্রে
ত-ো-ক-ে- -র-া-ত-্-র-ে,তোকে রাত্রে
ত/ো/ক/ে/ /র/া/ত/্/র/ে,তোকে রাত্রে
*োকে*র***রে,তোকে রাত্রে
তো*ো মত,তোগো মত
ত-ো-গ-ো- -ম-ত,তোগো মত
ত/ো/গ/ো/ /ম/ত,তোগো মত
*োগো মত,তোগো মত
ত*তেও না,তোতেও না
ত-ো-ত-ে-ও- -ন-া,তোতেও না
ত/ো/ত/ে/ও/ /ন/া,তোতেও না
তো*েও*না,তোতেও না
তোদে *া,তোদে না
ত-ো-দ-ে- -ন-া,তোদে না
ত/ো/দ/ে/ /ন/া,তোদে না
**দে*না,তোদে না
তোদেও *া,তোদেও না
ত-ো-দ-ে-ও- -ন-া,তোদেও না
ত/ো/দ/ে/ও/ /ন/া,তোদেও না
তো**ও **,তোদেও না
তো*ের তালেবান,তোদের তালেবান
ত-ো-দ-ে-র- -ত-া-ল-ে-ব-া-ন,তোদের তালেবান
ত/ো/দ/ে/র/ /ত/া/ল/ে/ব/া/ন,তোদের তালেবান
*োদের তালেবান,তোদের তালেবান
তোদের *ব*র,তোদের *বীর
ত-ো-দ-ে-র- -*-ব-ী-র,তোদের *বীর
ত/ো/দ/ে/র/ /*/ব/ী/র,তোদের *বীর
*ো*ের *বী*,তোদের *বীর
তোদের পাক*স্তানের,তোদের পাকিস্তানের
ত-ো-দ-ে-র- -প-া-ক-ি-স-্-ত-া-ন-ে-র,তোদের পাকিস্তানের
ত/ো/দ/ে/র/ /প/া/ক/ি/স/্/ত/া/ন/ে/র,তোদের পাকিস্তানের
ত*দ*র *াকিস্ত*নে*,তোদের পাকিস্তানের
তোদের*পেটে,তোদের পেটে
ত-ো-দ-ে-র- -প-ে-ট-ে,তোদের পেটে
ত/ো/দ/ে/র/ /প/ে/ট/ে,তোদের পেটে
ত**ের পে**,তোদের পেটে
তোদে* পোদে,তোদের পোদে
ত-ো-দ-ে-র- -প-ো-দ-ে,তোদের পোদে
ত/ো/দ/ে/র/ /প/ো/দ/ে,তোদের পোদে
ত***র প*দে,তোদের পোদে
তোদে* বাংলাদেশের,তোদের বাংলাদেশের
ত-ো-দ-ে-র- -ব-া-ং-ল-া-দ-ে-শ-ে-র,তোদের বাংলাদেশের
ত/ো/দ/ে/র/ /ব/া/ং/ল/া/দ/ে/শ/ে/র,তোদের বাংলাদেশের
*োদের ব*ংলাদেশ*র,তোদের বাংলাদেশের
তোদের *াপ,তোদের বাপ
ত-ো-দ-ে-র- -ব-া-প,তোদের বাপ
ত/ো/দ/ে/র/ /ব/া/প,তোদের বাপ
*োদের*বা*,তোদের বাপ
তো*ের বাপের,তোদের বাপের
ত-ো-দ-ে-র- -ব-া-প-ে-র,তোদের বাপের
ত/ো/দ/ে/র/ /ব/া/প/ে/র,তোদের বাপের
*ো*ের**াপের,তোদের বাপের
তো*ের বাবা,তোদের বাবা
ত-ো-দ-ে-র- -ব-া-ব-া,তোদের বাবা
ত/ো/দ/ে/র/ /ব/া/ব/া,তোদের বাবা
তোদ*র*ব**া,তোদের বাবা
তোদের বা*ের,তোদের বালের
ত-ো-দ-ে-র- -ব-া-ল-ে-র,তোদের বালের
ত/ো/দ/ে/র/ /ব/া/ল/ে/র,তোদের বালের
তো*ের*বালের,তোদের বালের
তোদের *ারত,তোদের ভারত
ত-ো-দ-ে-র- -ভ-া-র-ত,তোদের ভারত
ত/ো/দ/ে/র/ /ভ/া/র/ত,তোদের ভারত
ত*দ** ভা*ত,তোদের ভারত
তোদের *ারতে,তোদের ভারতে
ত-ো-দ-ে-র- -ভ-া-র-ত-ে,তোদের ভারতে
ত/ো/দ/ে/র/ /ভ/া/র/ত/ে,তোদের ভারতে
তো**র ভ*র*ে,তোদের ভারতে
তোদের *াকে,তোদের মাকে
ত-ো-দ-ে-র- -ম-া-ক-ে,তোদের মাকে
ত/ো/দ/ে/র/ /ম/া/ক/ে,তোদের মাকে
তোদের মাক*,তোদের মাকে
তোদে* মুখে,তোদের মুখে
ত-ো-দ-ে-র- -ম-ু-খ-ে,তোদের মুখে
ত/ো/দ/ে/র/ /ম/ু/খ/ে,তোদের মুখে
তোদের *ুখে,তোদের মুখে
তোদের শূ*রের,তোদের শূয়রের
ত-ো-দ-ে-র- -শ-ূ-য়-র-ে-র,তোদের শূয়রের
ত/ো/দ/ে/র/ /শ/ূ/য়/র/ে/র,তোদের শূয়রের
তো**র শ*য়*ের,তোদের শূয়রের
তোমরা গ*ুর,তোমরা গরুর
ত-ো-ম-র-া- -গ-র-ু-র,তোমরা গরুর
ত/ো/ম/র/া/ /গ/র/ু/র,তোমরা গরুর
তো*** গর**,তোমরা গরুর
ত*মার দুদু,তোমার দুদু
ত-ো-ম-া-র- -দ-ু-দ-ু,তোমার দুদু
ত/ো/ম/া/র/ /দ/ু/দ/ু,তোমার দুদু
তোমার *ুদু,তোমার দুদু
তো*ার দুধের,তোমার দুধের
ত-ো-ম-া-র- -দ-ু-ধ-ে-র,তোমার দুধের
ত/ো/ম/া/র/ /দ/ু/ধ/ে/র,তোমার দুধের
তোমার *ুধ*র,তোমার দুধের
তোমা* ধন,তোমার ধন
ত-ো-ম-া-র- -ধ-ন,তোমার ধন
ত/ো/ম/া/র/ /ধ/ন,তোমার ধন
তো*া* ধ*,তোমার ধন
তো*ার পুটকি,তোমার পুটকি
ত-ো-ম-া-র- -প-ু-ট-ক-ি,তোমার পুটকি
ত/ো/ম/া/র/ /প/ু/ট/ক/ি,তোমার পুটকি
ত*মা**প*টক*,তোমার পুটকি
তোমার পুটক*র,তোমার পুটকির
ত-ো-ম-া-র- -প-ু-ট-ক-ি-র,তোমার পুটকির
ত/ো/ম/া/র/ /প/ু/ট/ক/ি/র,তোমার পুটকির
তোমা**পুটকি*,তোমার পুটকির
তোমার ব*ল,তোমার বাল
ত-ো-ম-া-র- -ব-া-ল,তোমার বাল
ত/ো/ম/া/র/ /ব/া/ল,তোমার বাল
তো*ার *াল,তোমার বাল
তোমা* বিচি,তোমার বিচি
ত-ো-ম-া-র- -ব-ি-চ-ি,তোমার বিচি
ত/ো/ম/া/র/ /ব/ি/চ/ি,তোমার বিচি
ত*মার **চি,তোমার বিচি
তোমার *্রা,তোমার ব্রা
ত-ো-ম-া-র- -ব-্-র-া,তোমার ব্রা
ত/ো/ম/া/র/ /ব/্/র/া,তোমার ব্রা
ত*ম** ব্র*,তোমার ব্রা
তোমার ভা*ার,তোমার ভাতার
ত-ো-ম-া-র- -ভ-া-ত-া-র,তোমার ভাতার
ত/ো/ম/া/র/ /ভ/া/ত/া/র,তোমার ভাতার
তোমা**ভ**া*,তোমার ভাতার
তোমার *োদায়,তোমার ভোদায়
ত-ো-ম-া-র- -ভ-ো-দ-া-য-়,তোমার ভোদায়
ত/ো/ম/া/র/ /ভ/ো/দ/া/য/়,তোমার ভোদায়
তো*ার ভোদায়,তোমার ভোদায়
তোমার *োদায়,তোমার ভোদায়
ত-ো-ম-া-র- -ভ-ো-দ-া-য়,তোমার ভোদায়
